codigo_anonimo,escuela_profesional,semestre_actual,sgpa_previo,cgpa_actual,creditos_completados,asistencia_promedio_pct,estado_observado,desaprobo_alguna_asignatura,horas_estudio_diarias,horas_redes_diarias,horas_habilidades_diarias,edad,ingreso_familiar_mensual_soles,beca_subvencion_economica,anio_egreso_secundaria,planea_matricularse_prox_ciclo,probabilidad_matricula_pct,motivo_no_matricula,promedio_final_ciclo_actual
P1557,Ingeniería de Sistemas,5,13.33,19.37,58,100.0,No,No,3.0,3.0,4.0,20,4150,No,2021,Sí,64,,12.38
P1558,Ciencia de la Computación,2,19.41,17.87,11,100.0,No,No,5.0,2.0,2.0,19,1126,No,2020,No,37,Bajo rendimiento,11.88
P1559,Ingeniería de Sistemas,8,14.16,17.61,125,90.0,No,No,7.0,2.0,4.0,23,808,No,2017,Sí,12,,11.83
P1560,Ingeniería de Software,9,13.13,14.3,111,70.0,No,Sí,2.0,8.0,1.0,23,4126,No,2016,Sí,55,,7.96
P1561,Ingeniería de Software,1,0.0,0.0,11,100.0,Sí,Sí,3.0,6.0,0.0,20,1698,No,2020,No,13,Salud u otros,1.62
P1562,Ingeniería de Sistemas,2,17.94,16.57,11,2.0,No,Sí,7.0,3.0,0.0,21,2251,No,2020,Sí,13,,7.67
P1563,Ingeniería de Sistemas,8,14.49,15.86,136,85.0,No,Sí,5.0,4.0,1.0,23,1025,No,2017,No,15,Falta de motivación,8.23
P1564,Ingeniería de Sistemas,8,19.51,15.7,77,57.0,No,No,1.0,4.0,3.0,21,2693,No,2019,Sí,48,,14.54
P1565,Ingeniería de Sistemas,8,14.27,14.39,65,98.0,No,Sí,4.0,2.0,2.0,22,1848,No,2018,Sí,35,,10.98
P1566,Ingeniería de Software,5,13.2,15.31,50,98.0,No,Sí,3.0,1.0,8.0,20,1966,No,2019,Sí,47,,10.02
P1567,Ingeniería de Software,7,15.9,16.31,120,95.0,No,Sí,3.0,4.0,1.0,22,2314,No,2017,Sí,28,,7.46
P1568,Ingeniería de Sistemas,7,9.59,14.61,144,56.0,Sí,Sí,2.0,3.0,2.0,20,5326,No,2020,Sí,65,,4.22
P1569,Ingeniería de Software,4,18.66,18.96,35,90.0,No,No,7.0,3.0,1.0,19,4147,No,2020,Sí,51,,11.87
P1570,Ingeniería de Software,8,17.44,15.65,90,90.0,No,Sí,1.0,2.0,3.0,20,1653,No,2019,No,29,Falta de motivación,10.55
P1571,Ingeniería de Software,1,15.83,15.6,11,92.0,No,No,3.0,2.0,1.0,19,2713,No,2021,No,59,Exceso de carga laboral,12.75
P1572,Ingeniería de Software,3,15.85,13.74,24,90.0,No,Sí,2.0,1.0,1.0,20,2515,No,2020,Sí,50,,6.94
P1573,Ingeniería de Sistemas,9,8.89,15.18,136,100.0,No,Sí,1.0,7.0,3.0,21,3563,No,2018,Sí,62,,7.21
P1574,Ciencia de la Computación,4,17.52,18.05,35,90.0,No,No,3.0,2.0,2.0,22,1179,No,2019,Sí,26,,16.4
P1575,Ingeniería de Sistemas,10,15.54,16.14,104,70.0,No,Sí,4.0,1.0,2.0,26,998,No,2014,Sí,18,,8.38
P1576,Ingeniería de Sistemas,3,14.76,16.91,23,95.0,No,No,2.0,3.0,1.0,19,5991,No,2020,Sí,77,,12.37
P1577,Ingeniería de Software,5,5.83,11.23,75,45.0,No,Sí,1.0,10.0,1.0,20,6781,No,2021,Sí,85,,2.64
P1578,Ciencia de la Computación,3,15.75,14.4,24,90.0,No,No,2.0,1.0,1.0,20,2358,No,2020,No,48,Salud u otros,13.3
P1579,Ingeniería de Software,10,16.57,15.66,105,80.0,No,No,5.0,3.0,2.0,21,5498,No,2018,Sí,65,,12.46
P1580,Ingeniería de Software,6,12.55,18.55,35,100.0,No,Sí,6.0,6.0,6.0,21,3910,No,2020,No,55,Bajo rendimiento,7.43
P1581,Ingeniería de Sistemas,10,8.07,13.19,135,86.0,No,Sí,2.0,2.0,4.0,21,5669,No,2020,Sí,77,,3.51
P1582,Ingeniería de Sistemas,10,14.35,20.0,144,43.0,No,Sí,2.0,3.0,4.0,20,2832,No,2020,Sí,33,,7.73
P1583,Ingeniería de Sistemas,10,5.34,11.32,143,76.0,Sí,Sí,2.0,3.0,4.0,24,3335,No,2019,No,29,Exceso de carga laboral,5.06
P1584,Ingeniería de Software,3,19.04,20.0,23,95.0,No,No,5.0,2.0,3.0,22,2419,No,2020,Sí,33,,19.089956464264883
P1585,Ciencia de la Computación,3,18.3,18.85,23,95.0,No,No,5.0,2.0,1.0,21,3763,No,2019,Sí,55,,12.57
P1586,Ingeniería de Software,7,14.22,18.23,66,100.0,No,Sí,2.0,6.0,1.0,23,3708,No,2019,Sí,61,,6.91
P1587,Ingeniería de Sistemas,8,12.94,17.58,125,99.0,No,Sí,2.0,4.0,1.0,22,4690,No,2019,Sí,67,,9.58
P1588,Ingeniería de Software,2,16.13,15.75,11,98.0,No,No,4.0,2.0,2.0,22,1297,No,2020,Sí,28,,12.09
P1589,Ingeniería de Sistemas,4,13.17,15.77,36,95.0,No,Sí,6.0,3.0,3.0,21,1230,No,2019,Sí,35,,7.0
P1590,Ingeniería de Sistemas,2,17.53,17.84,11,98.0,No,Sí,2.0,2.0,3.0,20,2651,No,2020,Sí,46,,9.97
P1591,Ciencia de la Computación,8,12.52,17.75,95,100.0,No,No,3.0,3.0,2.0,20,4361,No,2020,Sí,66,,11.13
P1592,Ingeniería de Software,7,14.76,14.99,114,90.0,No,Sí,5.0,3.0,2.0,23,1626,No,2018,No,30,Salud u otros,8.46
P1593,Ingeniería de Software,2,18.84,15.87,23,97.0,No,No,9.0,3.0,5.0,21,3302,No,2020,Sí,70,,15.19
P1594,Ciencia de la Computación,3,16.16,17.98,23,90.0,No,Sí,1.0,5.0,1.0,20,1962,No,2018,No,38,Exceso de carga laboral,9.13
P1595,Ingeniería de Sistemas,6,8.01,13.26,88,100.0,Sí,Sí,7.0,3.0,2.0,21,1803,No,2021,Sí,12,,9.16
P1596,Ingeniería de Software,7,9.51,12.92,126,90.0,Sí,Sí,1.0,2.0,2.0,25,4615,No,2016,Sí,53,,8.7
P1597,Ingeniería de Software,8,14.25,15.54,126,99.0,No,Sí,8.0,4.0,4.0,22,1199,No,2018,Sí,44,,10.81
P1598,Ingeniería de Sistemas,1,0.18,0.0,11,100.0,No,Sí,3.0,6.0,0.0,20,1370,No,2020,Sí,15,,2.82
P1599,Ingeniería de Software,7,8.54,14.54,133,80.0,Sí,Sí,6.0,6.0,3.0,25,5323,No,2018,Sí,52,,9.85
P1600,Ingeniería de Software,4,5.03,9.95,32,90.0,No,Sí,3.0,2.0,4.0,22,3527,No,2020,Sí,40,,6.67
P1601,Ingeniería de Software,2,11.95,15.73,11,80.0,No,Sí,3.0,1.0,2.0,20,2777,No,2020,Sí,46,,9.93
P1602,Ingeniería de Sistemas,2,12.62,15.91,11,100.0,No,Sí,1.0,2.0,1.0,20,1739,No,2020,No,37,Exceso de carga laboral,5.69
P1603,Ingeniería de Sistemas,9,19.46,18.96,99,90.0,No,Sí,6.0,3.0,1.0,22,3276,No,2019,No,58,Exceso de carga laboral,10.34
P1604,Ingeniería de Software,8,16.32,16.75,90,98.0,No,Sí,2.0,2.0,0.0,22,3426,No,2018,No,64,Salud u otros,10.47
P1605,Ciencia de la Computación,10,9.16,15.43,79,80.0,Sí,Sí,2.0,1.0,1.0,22,3386,No,2017,Sí,22,,7.73
P1606,Ciencia de la Computación,7,14.31,19.63,95,67.0,No,Sí,2.0,3.0,3.0,20,4741,No,2021,Sí,51,,9.49
P1607,Ingeniería de Sistemas,10,7.78,13.35,133,70.0,No,Sí,3.0,3.0,3.0,21,4725,No,2018,Sí,54,,6.73
P1608,Ciencia de la Computación,10,16.14,17.27,126,90.0,No,Sí,2.0,1.0,2.0,22,1432,No,2018,Sí,21,,9.86
P1609,Ciencia de la Computación,2,17.92,17.95,11,100.0,No,No,2.0,1.0,1.0,18,721,No,2020,Sí,26,,11.38
P1610,Ingeniería de Sistemas,9,10.48,17.15,132,100.0,No,Sí,3.0,5.0,2.0,24,3590,No,2018,No,57,Exceso de carga laboral,7.46
P1611,Ingeniería de Sistemas,6,7.66,12.11,77,100.0,Sí,Sí,3.0,2.0,4.0,21,7706,No,2021,Sí,70,,7.77
P1612,Ingeniería de Sistemas,1,16.68,17.55,11,90.0,No,No,5.0,7.0,3.0,19,2244,No,2020,Sí,48,,12.37
P1613,Ingeniería de Sistemas,8,7.87,13.69,77,90.0,No,No,5.0,6.0,2.0,20,3958,No,2020,No,60,Bajo rendimiento,11.22
P1614,Ingeniería de Sistemas,1,0.0,1.05,11,90.0,Sí,Sí,6.0,4.0,1.0,21,3929,No,2022,No,21,Bajo rendimiento,4.46
P1615,Ingeniería de Sistemas,9,10.9,11.63,77,80.0,No,Sí,3.0,5.0,3.0,22,600,No,2018,Sí,10,,8.78
P1616,Ingeniería de Sistemas,6,7.67,13.69,88,100.0,Sí,Sí,1.0,2.0,4.0,21,7633,No,2021,Sí,78,,2.75
P1617,Ingeniería de Software,5,12.12,17.35,67,87.0,No,Sí,4.0,3.0,2.0,22,2333,No,2021,Sí,41,,8.82
P1618,Ingeniería de Sistemas,9,13.53,14.71,76,70.0,No,Sí,1.0,1.0,1.0,23,1086,No,2018,Sí,15,,10.22
P1619,Ingeniería de Software,2,12.57,16.07,11,90.0,No,No,7.0,5.0,2.0,20,2083,No,2020,Sí,52,,11.96
P1620,Ingeniería de Software,10,12.84,14.76,106,80.0,No,Sí,2.0,3.0,5.0,24,3760,No,2017,Sí,60,,10.06
P1621,Ingeniería de Software,5,10.34,16.51,79,100.0,Sí,Sí,3.0,5.0,2.0,20,3101,No,2021,Sí,34,,7.67
P1622,Ingeniería de Sistemas,3,19.03,15.56,23,90.0,No,No,2.0,3.0,2.0,20,705,No,2020,Sí,23,,15.68
P1623,Ingeniería de Software,9,13.56,19.0,143,43.0,No,Sí,2.0,2.0,2.0,25,4278,No,2019,Sí,55,,6.49
P1624,Ciencia de la Computación,4,12.09,15.74,36,70.0,No,Sí,3.0,2.0,2.0,19,1548,No,2020,Sí,14,,5.55
P1625,Ingeniería de Sistemas,2,18.39,18.84,12,99.0,No,No,1.0,4.0,1.0,19,1824,No,2020,Sí,30,,13.9
P1626,Ingeniería de Software,8,18.74,18.4,126,90.0,No,No,3.0,5.0,2.0,22,1467,No,2017,No,30,Exceso de carga laboral,16.23
P1627,Ingeniería de Software,1,18.44,17.05,11,90.0,No,No,1.0,1.0,1.0,19,600,No,2020,Sí,18,,12.22
P1628,Ingeniería de Sistemas,2,14.4,12.44,23,90.0,No,Sí,3.0,6.0,2.0,20,1073,No,2020,Sí,19,,9.91
P1629,Ingeniería de Sistemas,1,17.27,15.84,13,99.0,No,No,2.0,1.0,2.0,20,1148,No,2019,Sí,31,,11.52
P1630,Ingeniería de Software,9,12.36,18.45,123,87.0,No,Sí,1.0,3.0,4.0,20,4387,No,2021,No,66,Bajo rendimiento,6.89
P1631,Ciencia de la Computación,5,9.83,13.32,62,100.0,No,Sí,4.0,3.0,1.0,20,4033,No,2021,Sí,60,,8.0
P1632,Ciencia de la Computación,10,6.82,12.1,134,100.0,Sí,Sí,2.0,9.0,4.0,22,4076,No,2019,Sí,41,,8.17
P1633,Ingeniería de Sistemas,9,12.9,18.01,127,54.0,No,Sí,1.0,3.0,3.0,20,2170,No,2020,No,36,Exceso de carga laboral,7.06
P1634,Ingeniería de Software,3,19.73,18.7,23,98.0,No,Sí,8.0,2.0,2.0,20,1501,No,2020,Sí,33,,10.16
P1635,Ingeniería de Sistemas,3,18.83,18.71,23,99.0,No,No,2.0,4.0,2.0,20,3031,No,2020,Sí,67,,12.17
P1636,Ingeniería de Sistemas,2,10.45,13.69,35,77.0,No,Sí,2.0,10.0,2.0,19,3968,No,2021,Sí,58,,5.6
P1637,Ingeniería de Software,5,13.47,18.05,84,90.0,No,Sí,2.0,7.0,2.0,23,6052,No,2019,No,89,Falta de motivación,10.14
P1638,Ingeniería de Sistemas,9,19.17,18.58,129,100.0,No,No,4.0,3.0,2.0,25,3617,No,2016,Sí,78,,14.11
P1639,Ingeniería de Sistemas,7,12.04,9.18,80,100.0,No,Sí,3.0,1.0,5.0,26,1658,No,2014,Sí,37,,7.42
P1640,Ciencia de la Computación,1,1.01,0.13,0,98.0,No,Sí,2.0,3.0,0.0,20,3596,No,2021,Sí,37,,-0.0
P1641,Ingeniería de Sistemas,8,6.3,15.13,104,95.0,Sí,Sí,4.0,5.0,5.0,23,3881,No,2019,Sí,34,,4.21
P1642,Ingeniería de Software,10,10.26,17.93,135,87.0,No,Sí,1.0,2.0,1.0,20,4238,No,2020,No,60,Bajo rendimiento,6.84
P1643,Ciencia de la Computación,8,14.47,20.0,100,100.0,No,Sí,3.0,3.0,4.0,20,10000,No,2020,Sí,86,,9.88
P1644,Ingeniería de Sistemas,2,13.09,15.74,11,90.0,No,Sí,1.0,1.0,2.0,19,1267,No,2020,Sí,33,,9.01
P1645,Ingeniería de Software,9,13.8,15.44,125,41.417184203854184,No,No,7.0,2.0,4.0,23,1255,No,2017,Sí,27,,11.02
P1646,Ciencia de la Computación,3,15.45,17.79,25,98.0,No,No,2.0,2.0,1.0,21,1946,No,2019,Sí,43,,11.84
P1647,Ingeniería de Software,8,12.12,15.08,130,80.0,No,Sí,2.0,3.0,1.0,25,3486,No,2015,Sí,51,,5.91
P1648,Ciencia de la Computación,2,16.95,15.74,11,99.0,No,No,3.0,1.0,3.0,21,3555,No,2020,Sí,73,,13.82
P1649,Ingeniería de Sistemas,4,12.62,15.25,36,90.0,No,Sí,1.0,1.0,0.0,22,1211,No,2020,Sí,37,,5.58
P1650,Ingeniería de Software,3,16.84,18.13,24,90.0,No,Sí,2.0,2.0,1.0,21,2203,No,2019,No,41,Problemas económicos,6.84
P1651,Ingeniería de Sistemas,7,7.59,13.58,143,66.0,No,Sí,1.0,4.0,4.0,25,3483,No,2018,Sí,35,,8.56
P1652,Ingeniería de Software,4,18.34,18.05,35,100.0,No,No,2.0,2.0,1.0,22,1696,No,2019,Sí,35,,11.42
P1653,Ingeniería de Software,4,14.38,15.75,37,52.0,No,Sí,1.0,6.0,1.0,21,1483,No,2020,Sí,28,,6.98
P1654,Ingeniería de Sistemas,8,14.82,16.09,88,90.0,No,Sí,3.0,4.0,2.0,22,3186,No,2019,Sí,51,,9.17
P1655,Ingeniería de Software,8,10.34,15.27,85,95.0,No,No,1.0,2.0,2.0,22,2440,No,2019,Sí,43,,11.38
P1656,Ciencia de la Computación,2,13.31,17.61,27,100.0,No,Sí,3.0,5.0,1.0,19,4817,No,2022,Sí,70,,9.55
P1657,Ciencia de la Computación,1,0.0,0.68,0,100.0,Sí,Sí,2.0,8.0,1.0,23,2436,No,2019,Sí,20,,4.18
P1658,Ingeniería de Software,7,13.44,15.23,126,70.0,No,Sí,2.0,5.0,4.0,24,1557,No,2016,Sí,24,,7.82
P1659,Ingeniería de Sistemas,4,11.13,18.27,46,100.0,No,Sí,3.0,4.0,1.0,24,2785,No,2019,Sí,55,,9.13
P1660,Ingeniería de Sistemas,9,8.1,14.37,143,100.0,No,Sí,1.0,3.0,2.0,20,5044,No,2020,Sí,68,,6.7
P1661,Ciencia de la Computación,2,13.25,16.21,11,92.0,No,Sí,3.0,0.0,3.0,22,6099,No,2019,Sí,77,,9.76
P1662,Ingeniería de Sistemas,10,14.38,17.45,126,90.0,No,No,4.0,2.0,1.0,22,2524,No,2019,Sí,29,,12.04
P1663,Ciencia de la Computación,9,9.26,15.33,95,50.0,No,Sí,3.0,8.0,1.0,22,10000,No,2019,No,87,Falta de motivación,9.09
P1664,Ingeniería de Sistemas,8,8.9,11.84,105,65.0,No,No,4.0,4.0,2.0,20,5390,No,2020,Sí,62,,11.02
P1665,Ciencia de la Computación,2,19.54,20.0,12,90.0,No,Sí,2.0,2.0,3.0,22,3467,No,2020,Sí,49,,10.85
P1666,Ingeniería de Sistemas,2,17.24,17.75,11,98.0,No,No,6.0,1.0,5.0,20,2447,No,2020,Sí,45,,12.78
P1667,Ciencia de la Computación,8,16.7,17.2,125,86.0,No,No,1.0,6.0,2.0,22,10000,No,2018,Sí,84,,12.53
P1668,Ingeniería de Software,5,13.87,12.13,36,90.0,No,No,3.0,3.0,2.0,22,3682,No,2020,Sí,59,,11.26
P1669,Ingeniería de Software,7,7.36,12.65,143,35.0,No,Sí,3.0,1.0,2.0,25,10000,No,2019,Sí,78,,6.14
P1670,Ciencia de la Computación,2,19.4,18.69,12,70.0,No,No,2.0,2.0,1.0,21,1507,No,2020,Sí,36,,14.58
P1671,Ciencia de la Computación,5,17.52,19.3,54,98.0,No,No,2.0,1.0,6.0,21,3801,No,2019,No,51,Problemas económicos,14.11
P1672,Ingeniería de Software,10,18.45,14.66,140,90.0,No,No,2.0,1.0,2.0,24,3883,No,2016,Sí,64,,11.98
P1673,Ingeniería de Software,9,7.16,12.33,117,45.0,Sí,Sí,2.0,3.0,2.0,20,4151,No,2020,No,12,Salud u otros,3.38
P1674,Ingeniería de Software,2,15.58,16.81,10,100.0,No,Sí,3.0,3.0,1.0,19,3667,No,2020,Sí,62,,8.55
P1675,Ingeniería de Sistemas,5,8.29,14.66,62,100.0,Sí,Sí,4.0,3.0,1.0,20,3768,No,2021,No,25,Bajo rendimiento,6.63
P1676,Ingeniería de Software,10,7.97,13.93,139,79.0,Sí,Sí,2.0,3.0,2.0,21,2644,No,2020,No,16,Exceso de carga laboral,5.79
P1677,Ingeniería de Sistemas,8,14.12,16.13,88,95.0,No,Sí,1.0,2.0,2.0,21,2610,No,2019,No,41,Falta de motivación,8.3
P1678,Ingeniería de Sistemas,8,15.31,16.41,88,90.0,No,Sí,4.0,2.0,1.0,23,2971,No,2018,Sí,52,,10.6
P1679,Ingeniería de Sistemas,10,13.85,15.78,113,80.0,No,Sí,3.0,3.0,4.0,24,10000,No,2017,Sí,99,,10.78
P1680,Ingeniería de Sistemas,4,19.46,19.47,34,90.0,No,No,3.0,2.0,2.0,24,2351,No,2017,Sí,32,,12.37
P1681,Ingeniería de Software,9,8.57,14.62,97,78.0,Sí,Sí,4.0,2.0,4.0,20,2650,No,2020,Sí,9,,7.53
P1682,Ingeniería de Sistemas,4,13.71,15.43,36,97.0,No,Sí,5.0,2.0,2.0,21,3159,No,2020,Sí,62,,9.39
P1683,Ingeniería de Software,8,19.44,18.2,83,95.0,No,No,3.0,1.0,1.0,21,6078,No,2019,No,73,Falta de motivación,14.77
P1684,Ingeniería de Sistemas,6,14.28,18.03,75,100.0,No,Sí,5.0,3.0,2.0,21,2970,No,2021,Sí,63,,7.26
P1685,Ingeniería de Software,2,12.7,16.23,11,75.0,No,Sí,1.0,4.0,1.0,20,2286,No,2020,Sí,36,,7.41
P1686,Ingeniería de Sistemas,2,20.0,20.0,12,95.0,No,Sí,1.0,2.0,1.0,20,2643,No,2020,No,43,Salud u otros,10.84
P1687,Ingeniería de Sistemas,8,7.87,12.71,64,80.0,No,Sí,1.0,4.0,1.0,20,2034,No,2019,Sí,32,,2.7
P1688,Ciencia de la Computación,8,13.7,16.53,88,80.0,No,Sí,3.0,2.0,2.0,21,1976,No,2019,Sí,40,,9.85
P1689,Ingeniería de Sistemas,8,12.59,15.98,88,95.0,No,Sí,4.0,2.0,2.0,21,1238,No,2019,Sí,24,,9.48
P1690,Ciencia de la Computación,6,20.0,19.91,58,90.0,No,No,5.0,3.0,3.0,22,4177,No,2018,Sí,59,,11.01
P1691,Ingeniería de Sistemas,10,6.63,13.11,135,73.0,No,Sí,2.0,3.0,2.0,20,8496,No,2020,Sí,79,,4.84
P1692,Ciencia de la Computación,8,14.79,17.51,87,90.0,No,No,3.0,5.0,2.0,22,3276,No,2018,Sí,47,,7.478860608615334
P1693,Ingeniería de Sistemas,2,0.78,0.97,11,95.0,Sí,Sí,4.0,2.0,4.0,21,1511,No,2020,Sí,6,,3.44
P1694,Ingeniería de Sistemas,3,15.64,15.08,23,100.0,No,Sí,2.0,5.0,3.0,20,3199,No,2019,No,57,Problemas económicos,10.62
P1695,Ingeniería de Software,2,17.76,18.8,11,100.0,No,Sí,3.0,1.0,2.0,20,3192,No,2020,No,54,Exceso de carga laboral,10.87
P1696,Ciencia de la Computación,3,17.83,19.76,23,100.0,No,No,4.0,2.0,6.0,23,832,No,2020,Sí,25,,13.57
P1697,Ingeniería de Sistemas,1,18.67,19.63,12,100.0,No,No,2.0,8.0,2.0,19,2328,No,2020,Sí,45,,15.01
P1698,Ciencia de la Computación,1,18.43,19.42,28,90.0,No,No,4.0,1.0,3.0,20,1297,No,2020,Sí,31,,11.94
P1699,Ingeniería de Software,5,13.14,19.24,72,90.0,No,Sí,5.0,9.0,1.0,20,4440,No,2020,Sí,66,,9.57
P1700,Ingeniería de Software,2,20.0,20.0,11,95.0,No,Sí,1.0,4.0,2.0,21,1810,No,2020,Sí,42,,10.45
P1701,Ciencia de la Computación,7,14.92,15.14,126,70.0,No,Sí,2.0,5.0,4.0,24,1122,No,2016,No,26,Bajo rendimiento,10.9
P1702,Ingeniería de Sistemas,8,16.91,15.55,130,99.0,No,Sí,2.0,2.0,0.0,23,793,No,2018,No,14,Problemas económicos,9.93
P1703,Ingeniería de Sistemas,1,0.31,1.22,0,95.0,No,Sí,2.0,2.0,2.0,22,3480,No,2019,Sí,37,,0.0
P1704,Ingeniería de Software,9,11.32,17.91,123,100.0,No,Sí,5.0,7.0,2.0,21,7826,No,2018,Sí,100,,9.87
P1705,Ingeniería de Software,6,8.05,13.58,78,63.0,Sí,Sí,3.0,2.0,2.0,21,7289,No,2021,Sí,80,,7.77
P1706,Ingeniería de Sistemas,9,8.75,13.97,101,100.0,Sí,Sí,2.0,3.0,4.0,20,4784,No,2020,Sí,46,,3.22
P1707,Ingeniería de Software,2,17.34,17.94,11,88.0,No,Sí,1.0,4.0,3.0,20,3720,No,2020,Sí,63,,10.82
P1708,Ingeniería de Sistemas,2,14.8,14.88,11,97.0,No,Sí,3.0,2.0,2.0,21,600,No,2020,No,25,Falta de motivación,9.13
P1709,Ingeniería de Sistemas,2,18.72,17.08,11,2.0,No,No,7.0,3.0,0.0,21,2440,No,2020,No,24,Bajo rendimiento,11.79
P1710,Ingeniería de Sistemas,4,15.11,16.97,36,90.0,No,No,3.0,3.0,1.0,22,3107,No,2019,No,53,Falta de motivación,13.66
P1711,Ingeniería de Software,9,12.14,18.53,132,100.0,No,No,1.0,2.0,3.0,23,2939,No,2018,Sí,48,,11.09
P1712,Ciencia de la Computación,2,19.34,18.82,12,98.0,No,No,2.0,1.0,1.0,20,3251,No,2020,Sí,48,,14.3
P1713,Ingeniería de Software,7,10.68,16.16,32,90.0,No,No,2.0,3.0,1.0,23,3629,No,2019,Sí,47,,14.33
P1714,Ingeniería de Sistemas,8,15.52,18.38,87,97.0,No,Sí,3.0,3.0,1.0,21,8908,No,2019,Sí,95,,7.94
P1715,Ingeniería de Sistemas,2,18.32,18.76,11,100.0,No,No,3.0,5.0,2.0,21,1676,No,2021,Sí,44,,13.78
P1716,Ingeniería de Software,8,15.27,18.87,84,95.0,No,Sí,3.0,2.0,2.0,22,3041,No,2019,Sí,46,,10.03
P1717,Ingeniería de Sistemas,8,5.54,13.55,101,100.0,No,Sí,4.0,2.0,2.0,21,4590,No,2020,Sí,59,,3.44
P1718,Ingeniería de Sistemas,7,10.1,18.18,103,100.0,Sí,Sí,6.0,2.0,2.0,21,2178,No,2019,Sí,20,,8.07
P1719,Ingeniería de Sistemas,5,11.72,15.13,49,100.0,No,Sí,0.0,3.0,6.0,22,1891,No,2019,Sí,39,,10.44
P1720,Ingeniería de Software,8,15.43,14.86,123,80.0,No,No,2.0,1.0,4.0,24,4007,No,2018,Sí,55,,11.41
P1721,Ciencia de la Computación,2,17.82,17.08,12,95.0,No,No,6.0,2.0,2.0,18,1436,No,2020,Sí,37,,15.09
P1722,Ingeniería de Sistemas,2,17.15,17.84,12,100.0,No,Sí,3.0,1.0,1.0,19,1935,No,2019,Sí,25,,10.78
P1723,Ingeniería de Software,8,15.28,16.37,88,90.0,No,Sí,4.0,3.0,1.0,21,2294,No,2019,Sí,37,,4.95
P1724,Ingeniería de Software,8,19.41,18.23,110,95.0,No,No,4.0,2.0,1.0,21,10000,No,2019,Sí,100,,13.6
P1725,Ingeniería de Sistemas,8,12.48,19.15,135,68.0,No,Sí,5.0,3.0,2.0,20,3005,No,2020,Sí,48,,10.0
P1726,Ingeniería de Sistemas,5,6.21,13.27,96,100.0,Sí,Sí,6.0,4.0,2.0,21,5885,No,2019,Sí,66,,6.98
P1727,Ingeniería de Software,3,15.74,17.29,23,85.0,No,Sí,2.0,2.0,1.0,20,4643,No,2020,Sí,64,,8.44
P1728,Ciencia de la Computación,10,16.92,16.83,132,80.0,No,No,1.0,2.0,3.0,22,2565,No,2018,Sí,41,,11.08
P1729,Ingeniería de Sistemas,2,14.76,15.1,11,95.0,No,Sí,5.0,1.0,2.0,21,1867,No,2020,No,54,Bajo rendimiento,10.34
P1730,Ciencia de la Computación,8,16.57,18.11,100,87.0,No,No,2.0,3.0,1.0,22,6001,No,2019,Sí,89,,13.79
P1731,Ciencia de la Computación,10,16.89,17.45,106,95.0,No,Sí,4.0,3.0,2.0,24,1294,No,2016,Sí,30,,10.39
P1732,Ingeniería de Sistemas,8,14.88,18.37,144,43.0,No,Sí,2.0,3.0,4.0,20,2383,No,2020,Sí,24,,8.01
P1733,Ciencia de la Computación,1,18.77,18.22,12,100.0,No,No,3.0,3.0,2.0,22,3298,No,2017,Sí,69,,13.07
P1734,Ciencia de la Computación,9,17.47,17.46,122,100.0,No,Sí,5.0,3.0,2.0,22,2219,No,2017,Sí,39,,10.74
P1735,Ingeniería de Sistemas,8,18.93,18.48,110,95.0,No,No,4.0,2.0,1.0,21,10000,No,2019,Sí,99,,13.65
P1736,Ingeniería de Sistemas,3,15.22,13.36,20,97.0,No,No,4.0,1.0,2.0,21,1895,No,2020,Sí,46,,11.48
P1737,Ingeniería de Sistemas,8,8.39,13.64,101,100.0,Sí,Sí,5.0,6.0,1.0,20,6955,No,2020,No,64,Salud u otros,9.09
P1738,Ciencia de la Computación,8,12.93,16.46,88,100.0,No,Sí,6.0,6.0,2.0,23,3692,No,2020,Sí,70,,10.5
P1739,Ingeniería de Software,2,19.55,16.95,11,100.0,No,No,4.0,1.0,1.0,21,2012,No,2020,Sí,43,,11.29
P1740,Ingeniería de Software,8,14.34,15.64,77,80.0,No,Sí,2.0,3.0,2.0,26,1853,No,2014,No,29,Bajo rendimiento,10.61
P1741,Ingeniería de Sistemas,10,10.0,14.37,79,80.0,No,Sí,2.0,1.0,1.0,22,3154,No,2017,No,37,Bajo rendimiento,6.74
P1742,Ingeniería de Software,5,5.7,12.17,96,100.0,No,Sí,6.0,4.0,2.0,21,5789,No,2019,Sí,78,,5.66
P1743,Ciencia de la Computación,8,15.49,13.51,65,98.0,No,No,4.0,2.0,2.0,22,1771,No,2018,Sí,33,,11.39
P1744,Ciencia de la Computación,2,13.65,15.9,11,88.0,No,No,4.0,2.0,2.0,21,5985,No,2020,Sí,86,,12.5
P1745,Ingeniería de Software,8,10.71,9.95,80,100.0,No,Sí,3.0,1.0,5.0,26,1643,No,2014,No,24,Exceso de carga laboral,8.49
P1746,Ciencia de la Computación,5,13.93,18.78,72,90.0,No,Sí,5.0,9.0,1.0,20,4685,No,2020,Sí,59,,9.02
P1747,Ciencia de la Computación,1,0.0,0.0,0,95.0,No,Sí,6.0,2.0,2.0,19,4334,No,2021,No,38,Exceso de carga laboral,0.0
P1748,Ingeniería de Sistemas,10,18.29,20.0,130,99.0,No,Sí,8.0,2.0,3.0,23,1422,No,2018,Sí,27,,10.72
